	F-50179122-003S	F-50179079-003S	F-50179110-003S	F-50179085-003S	F-50179129-003S	F-50179112-003S	F-50179108-003S	F-50179123-003S	F-50179133-003S	F-50179114-003S	F-50179131-003S	F-50179101-003S	F-50179077-003S	F-50179097-003S	F-50179087-003S	F-50179099-003S	F-50179071-003S	F-50179118-003S	F-50179125-003S	F-50179116-003S	F-50179106-003S	F-50179137-003S	F-50179127-003S	F-50179075-003S	F-50179083-003S	F-50179091-003S	F-50179135-003S	F-50179139-003S	F-50179120-003S	F-50179081-003S	F-50179105-003S	F-50179095-003S	F-50179089-003S	F-50179093-003S	F-50179073-003S
oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	0.6272	0.645	1.4422	2.8631	2.731	1.531	2.0246	2.577	2.3025	1.0391	2.7383	1.1209	2.3333	1.6629	0.9722	1.123	1.6951	0.3472	1.6737	1.9182	1.2445	2.1591	1.2041	1.6911	2.6124	1.1717	0.9092	2.1732	1.3468	1.7348	2.0669	1.7965	2.0487	1.4679	2.0045
oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*	0.148	0.2313	1.0304	1.8438	2.0427	0.9334	1.5088	1.803	2.1467	0.4457	1.8193	0.148	1.0273	0.9223	0.8683	0.6087	1.983	0.2209	1.8465	0.8731	1.0713	2.1972	0.9992	1.0853	1.9651	1.1472	0.8116	1.2399	1.1956	3.7255	0.9224	1.1997	1.5399	0.8975	1.6199
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	2.3795	1.9485	4.5909	9.504	4.9179	3.4929	6.3917	3.7244	4.9204	2.1201	8.9837	2.1705	7.5119	2.9862	3.0516	2.4468	3.8058	1.1084	4.7972	4.8462	2.3559	8.2487	4.7997	4.9514	5.3827	3.5278	2.1125	7.4189	3.8767	6.3732	11.0976	4.4966	7.5027	3.5867	8.7878
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	1.6593	1.1312	2.5268	4.9104	5.9219	2.7777	3.5191	4.7184	3.8623	1.8563	4.765	2.0645	4.4569	2.8695	1.7474	1.8913	3.4051	0.7047	2.6652	2.7814	2.2738	4.4349	2.1609	2.4866	5.9237	2.0512	1.1261	3.6039	1.7926	2.6042	4.2679	2.3437	4.51	3.1059	3.7166
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	0.5525	0.3994	1.4145	3.4605	1.8568	1.1504	2.4437	1.1471	1.9136	0.7242	2.7385	0.3848	1.7879	0.7458	1.3534	0.6847	2.4744	0.3832	3.3593	1.4405	1.1413	3.4643	1.7149	1.735	1.7438	1.4164	0.8726	1.9329	1.4571	6.288	2.9132	1.5602	2.4647	0.8481	2.2129
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	0.283	0.2735	0.9144	2.1381	2.1917	1.0092	1.9305	2.1597	1.7266	0.5807	1.8732	0.4683	1.6068	0.9078	1.1638	0.854	2.2298	0.3047	2.1616	1.28	1.1189	2.3171	1.1776	1.249	2.0223	1.0855	0.7871	1.4901	1.3528	3.8677	1.2645	1.1753	1.6781	1.0698	1.4995
linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*	0.2382	0.1479	1.2927	2.7671	1.011	0.7528	1.7327	0.1341	1.2076	0.3005	2.5592	0.1341	1.128	0.1341	0.9454	0.4732	2.3404	0.2654	2.8789	0.9157	1.0515	2.7538	1.2697	1.2687	1.2569	1.1806	0.1341	1.2516	1.0933	6.9071	2.002	1.0825	1.8074	0.3947	1.5477
linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*	0.1562	0.1154	0.7352	1.5754	1.562	0.7018	1.6366	1.4262	1.1949	0.3187	1.7493	0.172	0.9499	0.6936	0.8108	0.5553	2.0987	0.2033	2.0545	0.8244	1.0769	2.0419	0.8871	1.0147	1.7505	1.0707	0.8768	1.0057	1.0382	3.7289	1.0071	0.8005	1.3397	0.4947	0.9252
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	0.3871	0.275	0.9817	1.6161	0.9694	1.246	1.0	1.8958	1.1746	0.6671	1.558	0.9565	1.2429	0.8236	0.4517	0.705	0.7317	0.2196	0.5108	1.0736	0.5366	1.1596	0.8442	0.6646	1.3683	0.5969	0.5301	0.8103	0.6923	1.5919	1.3363	0.9224	0.4654	0.8524	1.0409
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	0.5355	0.5688	1.1532	1.9139	1.2765	1.4495	1.1575	2.4301	1.3975	0.8119	1.6755	1.1552	1.1839	1.1885	0.6213	1.0212	0.9316	0.3075	0.7731	0.9291	0.5923	1.1527	1.1459	0.8516	1.3056	1.0566	0.6562	1.1296	0.8087	1.0251	1.8486	0.8209	0.7926	0.5776	1.4337
1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*	3.7686	7.9481	6.8631	4.5652	1.5368	4.6814	5.8725	0.691	4.6314	1.6713	4.2681	3.1176	2.0715	2.449	6.324	3.4735	4.201	3.724	3.4718	4.1797	3.3055	5.0175	2.274	4.607	3.2034	8.5961	2.1775	1.8348	3.7307	1.262	2.9024	1.803	1.0694	3.7766	5.1916
1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*	0.8693	1.778	1.4166	2.8287	1.1534	2.1805	2.6346	0.9048	3.2821	0.8733	2.3448	1.5867	1.8521	0.9437	1.8444	1.6766	0.8632	1.5345	1.5254	2.0253	1.3873	2.8979	1.6483	1.9314	1.1449	2.3291	1.45	1.1875	2.1396	0.7941	0.8498	1.1107	1.1739	2.0018	2.8831
1-palmitoyl-2-linolenoyl-digalactosylglycerol (16:0/18:3)	0.3775	1.1992	0.7312	0.3775	0.3775	0.3775	0.4861	0.3775	0.806	0.3775	0.3775	0.3775	0.3775	0.3775	0.4027	0.3775	0.3775	1.43	0.3775	0.5606	0.3775	0.3775	0.3775	0.3775	0.3775	0.8084	0.3775	0.3775	1.4952	0.3775	0.3775	0.3775	0.3775	60.6886	0.6015
1,2-dilinoleoyl-digalactosylglycerol (18:2/18:2)*	3.9925	9.7493	7.233	6.4261	2.9567	5.9373	5.285	1.4814	5.9568	2.6041	6.1339	3.8647	3.8836	2.8091	7.7743	2.9639	4.5872	2.9904	4.5042	5.2916	3.8184	5.7245	2.9128	5.9124	3.9615	9.8458	1.8229	2.1107	4.052	1.5627	2.8044	2.5489	1.8514	3.6264	7.3713
1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*	1.4999	2.0417	2.1794	4.5657	2.3363	3.2636	3.8507	1.1997	4.3696	1.8854	3.1537	1.8918	3.1099	1.6518	2.3845	1.8922	1.5541	1.2907	2.1045	3.3675	1.5375	3.2372	2.2732	3.2148	2.0668	3.2901	0.9762	1.5021	1.9197	1.0	2.0361	1.7144	1.3365	4.6326	3.7046
1-linoleoyl-2-linolenoyl-galactosylglycerol (18:2/18:3)*	1.0	0.9843	1.1101	2.194	1.1401	1.7715	1.7666	0.4719	2.5972	0.9396	1.5848	0.7753	1.1841	0.9345	0.9446	0.6327	0.91	1.7957	1.1009	1.3442	0.9817	1.3558	0.9278	1.2706	1.1133	1.5024	0.5564	1.0859	2.0568	0.554	0.8261	0.56	0.524	38.7169	2.0621
1-linoleoyl-2-linolenoyl-digalactosylglycerol (18:2/18:3)*	0.8288	2.1353	1.1056	2.079	0.826	1.5999	1.6648	0.3622	1.9067	0.3622	1.5945	0.6658	1.2319	0.3622	1.4195	0.5865	0.9449	1.0397	1.2615	1.1811	0.7495	1.1601	0.3622	1.3976	0.9337	2.156	0.3622	0.3622	1.1504	0.3622	0.7418	0.577	0.3622	7.3726	2.4172
1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*	2.0811	1.0921	1.0145	1.5092	0.9113	1.3674	1.5172	0.2765	3.5892	0.6225	1.9961	0.6436	0.8772	0.733	1.1165	0.8442	0.8635	8.8375	0.7234	0.9535	2.4007	1.2319	0.6608	0.6514	1.3145	5.7043	0.7088	1.2523	33.1958	0.3799	0.5034	0.5358	0.3934	991.8718	2.9488
1,2-dilinolenoyl-digalactosylglycerol (18:3/18:3)	0.5356	0.6156	0.5356	1.0558	0.7349	0.5356	0.5356	0.5356	0.8515	0.5356	0.5651	0.5356	0.5356	0.5356	0.5356	0.5356	0.5356	3.2823	0.5356	0.5356	0.8735	0.5356	0.5356	0.5356	0.5356	2.2587	0.5356	0.5356	14.3131	0.5356	0.5356	0.5356	0.5356	513.7192	0.9442
3-ketosphinganine	0.8761	0.6998	0.9662	0.7	1.5491	1.021	0.3673	0.3673	1.1072	1.3606	0.891	1.8077	0.6034	1.9738	0.9514	1.0194	1.4458	0.8912	0.4802	0.9025	1.1493	0.3673	0.616	0.5838	0.9991	0.9967	1.1018	0.3673	0.9392	0.6695	0.5396	0.7414	0.3673	1.2601	0.722
sphinganine	1.6746	1.1099	0.964	0.6108	1.9206	1.0657	0.9979	2.7517	0.5501	1.4329	0.9655	1.6493	0.5287	1.2723	1.0888	1.2069	1.1337	1.461	0.6635	0.555	1.1024	0.8459	0.6117	0.6765	1.4629	0.9405	0.9364	0.9914	0.8378	0.6229	2.1232	1.08	0.6158	1.2728	0.6678
phytosphingosine	1.1123	1.1268	1.2299	0.6854	2.9991	1.1335	1.3102	3.0285	0.7248	1.4316	1.0492	1.1814	1.2541	1.5905	1.2681	1.5264	1.6757	0.6449	0.742	0.6564	1.9201	0.8756	0.8846	0.6957	1.8939	1.574	1.0579	1.4514	1.244	0.541	1.6978	1.0478	0.6066	1.3573	0.9499
dehydrophytosphingosine*	1.3002	1.4295	1.4705	1.9904	2.8917	2.2312	2.5203	2.6909	2.7049	1.4658	2.3359	1.972	2.4161	2.2726	1.5098	1.6171	1.4185	1.1173	1.3904	1.6633	1.8061	1.6266	1.5298	1.4287	1.8339	2.4933	1.2175	1.1981	1.3896	0.974	1.6621	1.4643	0.9138	1.6202	2.1346
N-palmitoyl-sphinganine (d18:0/16:0)	1.3059	1.2965	0.9278	0.9521	0.4965	0.7679	1.1942	0.6838	0.508	1.3016	0.7333	1.5176	0.5728	1.5435	1.1131	0.9409	0.8812	1.0934	0.7302	0.6959	0.6305	0.5628	0.8291	0.7648	0.9512	0.7611	0.9171	0.654	0.8106	0.717	1.7081	0.6135	0.5937	0.7572	0.8134
N-palmitoyl-phytosphingosine (t18:0/16:0)	2.6445	1.8158	3.4883	0.8384	1.3076	1.3471	1.3734	0.7958	0.4882	2.5155	0.9399	2.6821	0.7434	2.7202	3.0744	1.5113	4.1045	1.6385	0.8347	0.9996	1.9463	0.8834	1.1104	0.8612	1.1919	2.1146	3.2442	0.6585	1.6521	1.1279	0.9652	0.7368	0.6433	1.2546	1.8383
N-stearoyl-sphinganine (d18:0/18:0)*	0.9168	1.1972	1.1182	1.1055	1.3587	0.5477	1.6545	1.2141	0.2141	1.1495	0.6035	1.6587	0.3892	1.6955	0.862	0.9826	0.6203	1.0328	0.5488	0.1534	0.5436	0.3124	0.9632	0.5046	1.0083	0.9712	0.7562	1.0333	0.6201	1.3679	1.2946	1.0968	0.4592	1.0503	0.6408
N-stearoyl-phytosphingosine (t18:0/18:0)*	1.178	1.0202	0.5577	0.6091	2.1134	0.5246	1.5951	1.3491	0.2157	1.215	0.5149	1.4953	0.4573	1.8738	0.7623	0.7154	0.7829	0.4851	0.6183	0.3804	0.434	0.2664	0.6571	0.3402	0.5118	0.4632	0.5274	0.6629	0.5724	0.4573	1.6098	0.7387	0.5527	0.7345	0.4959
N-butyroyl-sphingosine (d18:1/4:0)	0.7381	0.6179	0.563	0.7138	17.7825	0.9135	2.8655	1.9501	0.9404	0.793	1.2248	2.0636	0.3806	1.2045	0.7946	0.8304	0.3806	0.765	1.0088	1.059	0.6699	3.1322	0.9413	1.4776	0.4495	1.1064	0.9448	1.5341	0.5874	0.6973	0.3859	1.2199	1.3689	1.0781	1.0418
N-palmitoyl-sphingosine (d18:1/16:0)	1.5842	1.324	1.057	0.8079	0.4728	1.0348	1.0093	0.54	0.4669	1.1706	0.5696	1.71	0.7043	1.5174	1.174	1.0564	1.1381	1.277	0.7804	0.6444	0.7162	0.6585	0.8375	0.6476	0.8069	0.8959	1.0732	0.5958	0.8486	0.6234	1.3314	0.4658	0.4831	0.8035	0.8303
N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH))	1.3226	1.3138	1.2835	0.8175	0.3249	1.0567	1.6037	1.257	0.518	1.505	1.2415	2.6794	0.5474	2.1815	0.8963	1.2341	1.0021	0.7823	1.1605	0.7041	0.6801	0.2329	1.0538	1.0909	1.087	0.6527	0.6956	0.8022	0.9512	1.2875	0.2217	0.6832	0.6126	1.0494	0.4835
N-stearoyl-sphingosine (d18:1/18:0)*	0.9468	1.0366	0.5375	0.5381	0.9998	0.5708	1.1014	1.1191	0.2691	0.8578	0.4252	1.3178	0.3438	1.2276	0.6985	0.566	0.6346	0.6277	0.5816	0.3728	0.3825	0.571	0.482	0.4032	0.4705	0.5482	0.6887	0.4751	0.4579	0.4872	1.1064	0.4477	0.3491	0.5194	0.442
N-oleoyl-sphingosine (d18:1/18:1)*	1.0984	0.9196	0.3901	0.2724	2.4472	0.6214	1.9415	2.052	0.5398	2.4665	0.7402	2.7132	0.1548	1.478	0.5651	0.6879	0.3986	1.1344	0.3908	0.3343	0.47	0.8889	0.2335	0.3512	0.5216	0.4289	0.4558	0.6048	0.2936	0.6277	2.18	0.4641	0.3546	0.5037	0.3125
N-palmitoyl-sphingadienine (d18:2/16:0)*	1.1642	0.971	0.7811	0.6445	1.8368	0.877	1.2604	1.7015	0.5808	1.727	0.695	2.3095	0.5969	1.634	0.8434	0.7898	1.0211	1.5205	0.4894	0.4296	0.7363	1.087	0.4509	0.4842	0.8291	0.6436	0.8875	0.7283	0.5866	0.5525	2.1351	0.3553	0.3555	0.6651	0.6843
ceramide (d18:1/14:0, d16:1/16:0)*	1.6541	1.288	0.9585	0.6896	2.2835	1.0318	1.4172	0.8171	0.4491	1.637	0.5857	2.2462	0.6392	1.7289	1.0264	0.8865	1.2015	1.6611	0.6382	0.6344	0.8791	0.612	0.699	0.3861	0.8446	0.8359	0.8316	0.5074	0.7157	0.4604	2.0069	0.3624	0.3034	0.5995	0.572
ceramide (d18:1/17:0, d17:1/18:0)*	1.7218	1.2491	0.8906	0.9235	0.7998	1.0351	1.2687	0.7422	0.4016	1.3699	0.3988	2.0739	0.6516	1.8988	1.2975	1.1409	1.4688	1.38	0.9364	0.4902	0.6626	0.5687	1.0769	0.4648	0.8012	1.1084	1.3756	0.4884	0.6479	0.7176	1.7564	0.4555	0.4867	0.8324	0.735
ceramide (d18:2/24:1, d18:1/24:2)*	1.6532	1.6811	1.3171	0.8278	0.1872	1.0466	1.0173	0.2124	0.404	0.9871	0.5594	1.8681	0.6916	1.5448	1.3135	0.8471	1.3195	1.3992	0.6476	0.8926	0.7261	0.7217	0.783	0.8125	0.6831	0.8485	1.1133	0.3872	1.0	0.586	1.2458	0.3922	0.3779	0.8178	0.861
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	2.1901	0.9107	1.3413	1.0056	0.3253	0.9424	0.3848	0.8465	0.6675	0.8149	0.5392	1.1941	1.5998	0.502	1.6768	1.2435	1.1726	2.0014	0.8636	0.763	1.1354	1.1082	0.7218	1.2535	0.9239	1.3355	0.9763	0.8547	0.9693	0.5755	1.4222	0.4876	0.3408	0.8758	1.6088
glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	1.2892	0.9334	1.0154	0.8007	0.1065	0.7395	0.4082	0.274	0.1791	0.48	0.5349	0.5088	1.0804	0.3209	1.2974	0.6377	0.4216	0.7351	0.6922	0.6755	0.6341	0.3074	0.633	0.8036	0.8418	1.1444	0.5235	0.3334	0.8154	0.4488	0.2934	0.6783	0.239	0.6895	1.4135
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.9228	0.5049	1.0882	1.1479	1.1728	1.4124	0.7419	1.2682	1.0442	0.4118	0.6932	1.6905	1.4561	0.3193	1.3552	0.9387	0.6573	3.5486	0.8276	0.7755	0.4501	2.6174	0.5875	1.0124	0.4894	1.5444	1.2667	0.9167	0.5648	0.4265	2.2236	0.2797	0.7289	0.7687	1.4629
palmitoyl dihydrosphingomyelin (d18:0/16:0)*	2.6903	1.833	3.0712	1.0766	0.7561	1.1509	0.7925	0.9031	0.4924	0.9682	1.4071	3.8522	0.6404	1.5013	2.5979	1.3149	1.4661	3.583	1.0513	1.0187	1.2512	1.9465	1.0569	1.2517	0.7903	1.5439	1.1925	1.1976	1.0158	0.8642	3.0964	0.8741	1.0184	1.2943	1.2127
palmitoyl sphingomyelin (d18:1/16:0)	4.8002	2.6111	3.7431	1.16	0.6693	1.7414	0.9004	0.9977	0.5731	1.1303	1.1948	5.981	0.8179	1.3316	3.1402	1.7084	1.5228	5.4501	1.2292	0.9182	1.2133	2.5361	1.1676	1.248	0.8026	1.9933	1.6944	1.2435	1.3292	0.8987	3.005	0.7106	0.9974	1.517	1.7138
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	2.3074	1.3731	2.2774	0.6691	0.402	0.8023	0.402	0.6625	0.402	0.402	0.9827	5.0876	0.402	0.8337	1.5849	1.2925	1.2414	3.6824	0.6105	0.8891	0.744	2.2995	0.8688	0.5189	0.402	0.9785	1.3019	0.8969	0.6743	0.7284	1.391	0.402	0.402	1.6187	0.7568
stearoyl sphingomyelin (d18:1/18:0)	7.0055	4.7205	5.4643	1.2832	0.5512	1.7384	0.8558	0.6127	0.487	1.0029	0.9086	5.5685	0.8155	1.6103	4.7731	1.7341	2.0606	5.7064	1.2246	0.7979	1.202	2.2272	1.3622	1.1322	0.7487	2.8086	1.6286	0.7756	1.5751	0.9031	2.444	0.7765	0.8276	1.4325	1.8964
sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	3.9573	1.3013	2.7367	0.3886	0.2564	1.4708	0.2564	0.2564	0.2564	0.8172	0.5902	5.2319	0.3159	1.0038	2.2868	1.5451	1.6103	7.0225	0.5273	0.3824	1.1569	1.5624	0.5698	0.3599	0.3302	1.479	1.1961	0.6098	0.551	0.3927	1.5944	0.2564	0.2564	0.9962	0.2564
sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	3.8607	1.3033	2.3526	0.8679	0.2597	1.0	0.2597	0.2597	0.2597	0.2597	0.5031	4.459	0.2597	0.8438	2.1401	1.3499	1.1304	4.2947	0.579	0.2597	0.9185	1.1792	0.9236	0.4198	0.2597	1.4621	1.1238	0.2597	0.503	0.2597	2.7163	0.2597	0.5382	0.9348	0.9796
sphingomyelin (d18:1/24:1, d18:2/24:0)*	5.4407	4.3681	5.0029	1.1721	0.1505	1.4509	0.4681	0.2656	0.2274	0.1505	0.653	5.949	0.2835	1.0096	3.898	1.0	1.3639	5.8534	0.7565	0.8839	0.9276	2.2883	0.9359	1.052	0.1505	2.0098	1.2577	0.7108	1.227	0.5229	3.1987	0.3776	0.7034	1.1115	1.3399
sphingosine	0.902	0.5752	0.6429	0.445	2.3178	0.8534	1.7474	2.8555	0.9524	1.3078	1.0512	2.2943	0.3743	1.6924	0.4594	0.8389	0.5404	1.1496	0.8186	0.5871	0.6874	1.244	0.4237	0.7351	0.7371	0.7008	0.7851	1.174	0.4252	0.9453	1.7752	0.6633	0.9341	0.7417	0.4512
N-acetylsphingosine	0.1737	0.9372	0.0571	1.3639	1.6582	0.575	7.115	3.1666	1.0669	2.2656	0.6287	2.1161	0.3492	3.0418	0.3525	0.4148	0.0571	1.6091	0.4023	0.6737	0.0571	0.2777	0.2605	0.286	0.4384	0.6028	0.0571	0.4016	0.1611	0.6216	0.6921	0.2864	0.4584	0.3358	0.3304
hexadecasphingosine (d16:1)*	0.4702	0.534	0.5542	0.331	2.9104	0.6507	1.6902	1.4292	0.6017	0.715	0.6614	1.9124	0.2248	1.2717	0.4142	0.6878	0.5255	1.3969	0.5383	0.4365	0.7043	0.8059	0.3434	0.4135	0.4094	0.6705	0.5476	0.8677	0.4112	0.4316	0.7382	0.7813	0.5511	0.7723	0.2346
heptadecasphingosine (d17:1)	0.706	0.4396	0.5424	0.2687	2.9393	0.9729	1.5865	2.566	0.6747	1.3383	0.9138	3.2963	0.2772	2.0628	0.3754	1.1946	0.3939	2.7188	0.5707	0.4538	0.9951	1.2838	0.3215	0.6305	0.6407	0.6939	0.9129	1.1538	0.2434	0.8883	1.6736	0.6375	0.5956	1.1424	0.3068
eicosanoylsphingosine (d20:1)*	0.9062	0.7008	0.4943	0.4481	3.7613	0.7909	2.0271	2.8434	0.9993	2.191	0.8148	2.5705	0.3721	1.6076	0.6259	0.9686	0.7504	1.3763	0.4759	0.3959	0.8729	0.6534	0.4545	0.5753	0.8632	0.5886	0.714	1.0743	0.4346	0.8744	1.5032	0.889	0.931	0.9492	0.4585
3-hydroxy-3-methylglutarate	0.4334	0.3776	0.442	3.4094	4.8243	1.449	5.1847	2.0281	4.9729	0.864	1.1166	0.6477	0.4552	0.4274	0.8289	0.8534	0.6466	0.515	1.8573	1.4799	0.4317	2.0519	2.078	1.2712	0.3652	0.8529	0.5338	0.9196	0.5815	3.0392	12.6707	0.4342	0.8952	0.371	0.9233
cholesterol	1.5088	0.9461	1.0187	0.6771	1.3086	1.0218	0.9243	0.8807	0.5599	1.2881	0.6892	1.4248	0.7025	1.2108	1.0066	0.9391	1.1927	1.9253	0.6137	0.7122	0.9579	0.8533	0.5459	0.4901	1.206	0.97	1.076	0.8193	0.7343	0.5422	1.6196	0.6278	0.5555	0.9032	0.8012
cholesterol sulfate	0.7375	0.6641	0.7007	0.6762	0.5609	0.7396	0.9	0.7744	0.4972	1.1486	0.6199	0.9033	0.607	1.3557	0.8425	0.9417	0.8569	0.7999	0.6416	0.6691	0.9599	0.4415	0.8337	0.7092	0.9238	0.8462	1.154	1.0837	0.7141	0.691	0.7651	0.8881	0.6753	1.0088	0.606
25-hydroxycholesterol sulfate	0.3343	0.3407	0.3634	0.3215	0.8067	0.6397	0.7043	0.906	0.6288	1.0498	0.7008	0.6186	0.535	1.0618	0.5525	0.8798	0.7789	0.5524	0.4528	0.3215	0.8488	0.3215	0.4907	0.7706	1.3437	0.6496	0.7405	1.1248	0.728	0.6328	0.3215	0.7371	0.7799	1.089	0.4162
4-cholesten-3-one	2.517	1.8275	2.7452	0.6144	0.8425	1.2045	0.8032	0.8874	0.6005	4.3632	0.7292	1.206	1.2233	2.8863	2.5815	1.6469	1.4118	1.1875	0.8602	0.6182	2.3895	0.7481	1.2146	0.6274	1.2105	2.717	2.7084	0.6842	0.8422	0.7281	0.5947	0.5251	0.6834	1.974	1.566
beta-sitosterol	1.7194	2.0779	2.1911	2.3384	2.5101	2.5986	2.1843	2.6597	2.4796	1.8468	2.0958	2.2493	2.4815	2.0816	1.728	1.8855	2.102	2.3647	1.7451	2.0392	2.0573	2.221	1.5563	1.8682	2.3502	2.2417	1.6791	1.8382	2.0251	1.716	1.7052	1.8337	1.8507	1.9898	2.4311
stigmasterol	1.2457	1.4143	1.2579	1.4226	1.7703	0.0917	1.2686	2.2185	1.7935	1.3361	1.3822	1.4829	1.3894	1.4327	1.217	1.3338	1.5756	1.7366	1.0	1.0146	1.573	1.3836	1.2531	1.5335	1.53	1.5799	1.0172	1.3802	1.1438	0.7793	1.3085	1.2803	1.3881	1.3868	1.3393
stigmastadienone	2.2574	2.1623	2.6622	1.9779	2.0907	2.7587	1.8929	3.0247	2.4827	2.4599	2.1233	2.1196	2.0716	2.2174	1.7127	2.3414	2.0883	2.9285	1.6087	1.8179	2.4707	2.2024	1.6414	1.6234	2.9675	2.1449	1.9714	1.8324	2.275	1.5566	1.8634	1.9109	1.9425	2.0517	2.1633
campesterol	1.6724	1.9697	2.2121	2.4379	2.4856	2.5587	1.9442	3.0472	1.9308	2.3179	2.3016	2.1058	2.3718	2.1337	1.5588	2.1827	2.5417	2.7275	1.7329	1.9397	2.171	2.2954	1.4049	2.025	2.3904	2.1844	1.6662	2.016	1.9724	1.4435	1.8526	1.8504	1.7738	2.0849	2.4218
cholate	0.3081	0.0189	0.7116	4.0913	3.5221	2.0208	1.1716	30.8455	2.6481	0.4687	4.8564	0.8887	0.0189	0.3008	0.4857	0.8757	0.3264	1.8999	0.7206	2.7663	1.3123	3.9705	0.3956	1.0976	1.7873	1.0667	2.7156	4.0035	1.0109	6.696	23.1735	0.8134	0.9891	2.83	0.1949
glycocholate	0.4116	0.4116	0.4116	0.4116	0.4116	0.4491	0.4116	4.4262	0.4116	0.4116	0.6785	0.4116	0.4116	0.4116	0.4116	0.4116	0.4116	0.4116	0.4116	0.4116	0.4116	0.4502	0.4116	0.4116	0.4116	0.4116	0.8922	1.1782	0.4116	0.4782	1.0325	0.9675	0.4116	0.4116	0.4116
taurocholate	0.1734	0.0598	0.1313	0.1198	1.4663	1.4533	0.042	16.1508	0.2144	0.1895	0.5548	1.7978	0.1248	0.4368	0.1288	3.7705	0.1666	0.3095	0.1604	0.1622	1.0	0.1951	0.1319	0.086	3.4943	0.295	2.3595	3.308	0.5893	0.6592	0.4461	3.5371	0.1918	4.0028	0.0973
chenodeoxycholic acid sulfate (1)	0.8067	0.5718	0.4163	0.4163	0.7746	0.4163	0.4163	0.4163	0.4163	0.4163	0.4163	1.701	0.6121	1.0048	0.9618	0.4163	1.1436	4.0724	0.4163	0.4163	1.7896	0.4163	0.4163	0.4163	0.7893	0.9952	1.6263	1.0683	0.8152	0.4163	0.4163	0.4163	0.5059	0.7672	0.4163
tauro-beta-muricholate	0.3158	0.3158	0.3158	0.3158	0.3158	0.9818	0.3158	2.3827	0.3158	0.3158	0.3158	0.3158	0.3158	0.3158	0.3158	1.5109	0.3158	0.536	0.3158	0.3158	0.6696	1.1055	0.3158	0.3158	1.4416	0.3158	2.1745	0.3158	0.3158	0.3158	0.3158	0.5736	0.3158	2.6153	0.3158
cholic acid glucuronide	2.9184	0.4746	1.5064	0.1992	0.1992	1.1079	0.1992	0.3805	0.1992	0.1992	0.1992	0.1992	0.3502	0.1992	0.1992	1.2294	0.7636	3.5787	0.1992	0.1992	2.1983	0.1992	0.1992	0.1992	0.1992	0.1992	1.7435	0.1992	0.8501	0.1992	0.1992	0.1992	0.1992	0.5215	0.1992
deoxycholate	0.4972	0.6641	0.8156	0.5505	0.8173	1.0	0.6965	2.144	0.6609	1.0476	1.2085	0.9228	1.0	1.6312	0.6538	1.2184	0.6529	0.7127	0.8715	0.8303	0.9505	0.6262	0.5232	0.5225	1.4858	1.0249	0.6928	0.8947	0.7113	1.2145	0.2112	1.054	0.525	1.2815	0.605
deoxycholic acid 3-sulfate	0.3778	1.1672	2.2184	0.2994	0.5766	0.669	0.2994	0.7091	0.2994	0.2994	0.7435	0.2994	1.1718	0.2994	0.9435	0.8531	1.5836	3.5945	0.976	0.2994	1.9458	1.2403	0.2994	0.2994	1.0807	0.2994	1.9776	0.852	0.7393	0.2994	0.2994	0.2994	0.856	0.2994	0.2994
deoxycholic acid 12-sulfate*	2.1438	1.0833	2.6738	0.1567	0.2615	0.6692	0.1567	0.1567	0.1567	1.6584	0.1567	1.4341	0.9633	2.3331	4.7315	1.0281	2.3748	3.844	0.8106	0.1567	2.0541	0.4876	0.5623	0.1567	1.0454	1.8599	2.481	0.7639	1.5782	0.5645	0.1567	0.1567	0.1567	0.6673	2.0895
deoxycholic acid glucuronide	0.806	0.5105	0.6747	0.3304	0.3304	0.6675	0.3304	1.0	0.3304	0.3304	0.3304	0.3304	0.3304	0.3304	0.3304	0.7126	0.9801	4.0777	0.3304	0.3304	2.0923	0.3304	0.3304	0.3304	0.3304	0.3304	1.5177	0.3304	0.4954	0.3304	0.3304	0.3304	0.3304	0.3304	0.3304
